"","image_id","predefined_tags","people_n","ethnicities","sign_slogan_symbol","anger","fear","disgust","sadness","enthusiasm"
"9015",105738,"",0,"None","",8,9,8,9,0
"9016",149917,"",3,"White","",5,4,6,6,4
"9017",47348,"",0,"","",0,0,0,0,0
"9018",33218,"",0,"None","",2,4,0,6,4
"9019",139795,"",1,"Black","slogan, symbol",0,0,0,0,0
"9020",168119,"",0,"","",0,0,0,0,0
"9021",198295,"",1,"Black","sign",10,0,10,8,0
"9022",95010,"",0,"None","",0,0,1,1,0
"9023",189279,"",1,"Black","symbol",0,0,0,0,0
"9024",122115,"",14,"Black, White","sign",4,3,2,4,8
"9025",113064,"",1,"Black","",10,9,10,10,0
"9026",159314,"",5,"Black, White","sign",0,0,0,0,0
"9027",141681,"",4,"Black","",6,0,0,7,0
"9028",128172,"",2,"Black, White, Latino, Asian","",2,3,10,0,0
"9029",59331,"",5,"Black, White, Latino, Asian","sign",3,7,10,10,6
"9030",186715,"",5,"Black","symbol",7,3,8,10,0
"9031",8800,"",0,"None","",0,0,0,0,0
"9032",79368,"",2,"Black, White","sign",0,0,0,0,0
"9033",196318,"",1,"Black","",0,0,0,0,0
"9034",170641,"",1,"Black","",2,3,2,1,1
"9035",177196,"",20,"Black","",1,2,6,2,0
"9036",176890,"",0,"","",0,0,0,1,1
"9037",181878,"",1,"Black","",0,0,0,0,5
"9038",181670,"",0,"None","sign, slogan",4,4,3,2,2
"9039",91608,"",3,"White","",0,0,0,0,2
"9040",10620,"",50,"Black, White, Latino, Asian, Native","slogan",9,7,10,10,0
"9041",133678,"",1,"Black","",0,0,0,0,0
"9042",171356,"",0,"","",5,5,5,6,3
"9043",198052,"",0,"None","",0,0,0,0,1
"9044",1510,"",1,"Black","",0,0,0,0,0
"9045",105891,"",0,"None","",0,0,0,0,5
"9046",70957,"",20,"Black, White","symbol",1,0,1,1,1
"9047",159440,"",0,"","",0,0,0,0,0
"9048",116836,"",1,"White","",0,0,3,2,1
"9049",131524,"",3,"Black","",0,0,0,0,0
"9050",172874,"",0,"None","",0,0,0,0,0
"9051",140883,"",1,"Black","",0,0,0,0,9
"9052",535,"",6,"Black, White","sign",3,2,4,2,5
"9053",93559,"",2,"Black","",0,0,0,0,0
"9054",95046,"",30,"Black, White","sign, slogan",0,0,0,0,5
"9055",186757,"",1,"Black","",7,2,7,9,2
"9056",117180,"",6,"Black, White","sign",3,2,4,2,5
"9057",92514,"",0,"","",0,0,0,0,0
"9058",172179,"",2,"Black","",0,0,2,0,0
"9059",129720,"",16,"Black, White","sign",0,0,0,3,0
"9060",173412,"",3,"None","",0,5,0,6,0
"9061",3186,"",14,"Black, White","sign",4,3,2,4,8
"9062",92594,"",0,"","",0,0,0,0,0
"9063",159755,"",1,"Black","",0,0,0,0,0
"9064",135005,"",0,"","",0,0,0,0,0
"9065",25389,"",1,"Black","sign",2,3,5,0,2
"9066",197259,"",0,"None","",0,0,0,0,0
"9067",166213,"",5,"Black, White","sign",0,0,0,0,0
"9068",42912,"",40,"Black","sign, slogan",0,0,0,0,4
"9069",35290,"",4,"Black","",0,0,0,0,0
"9070",127102,"",0,"None","",0,0,0,0,7
"9071",40412,"",3,"Black","",0,0,0,0,0
"9072",165580,"",1,"Black","",4,4,4,4,2
"9073",146316,"",0,"","",0,0,0,0,0
"9074",136383,"",5,"White","slogan",4,2,8,4,2
"9075",189966,"",1,"Black","sign",2,3,5,0,2
"9076",535,"",0,"","",0,0,0,0,0
"9077",8859,"",0,"","",0,0,0,0,0
"9078",111621,"",14,"Black, White","sign",4,3,2,4,8
"9079",198035,"",3,"Black","",0,0,2,0,0
"9080",158008,"",0,"","",0,0,0,0,0
"9081",65220,"",10,"Black, White","sign, slogan",0,0,0,0,2
"9082",96528,"",5,"Black, White, Asian","",0,0,0,0,0
"9083",34536,"",8,"Native","",0,4,0,0,2
"9084",37069,"",1,"Black","",0,0,0,0,0
"9085",134137,"",1,"Black","",0,0,0,0,0
"9086",136557,"",3,"Black","",0,0,0,0,0
"9087",109984,"",1,"Black","sign, slogan",3,4,4,6,3
"9088",9609,"",1,"Black","",0,0,0,0,0
"9089",80790,"",1,"White","",0,0,0,0,0
"9090",190406,"",3,"Black","",0,0,0,0,0
"9091",131850,"",3,"Black","",0,0,0,0,0
"9092",140255,"",6,"Black","symbol",0,0,0,0,0
"9093",198214,"",1,"Black","",9,8,9,9,0
"9094",73241,"",0,"","",0,0,0,0,0
"9095",169844,"",1,"Black","symbol",0,0,0,0,0
"9096",109766,"",14,"Black, White","sign",4,3,2,4,8
"9097",186093,"",0,"","slogan",0,0,0,0,0
"9098",19227,"",1,"Black","sign",2,3,5,0,2
"9099",89209,"",4,"Black","sign",0,0,0,0,0
"9100",129700,"",1,"Black","sign",2,3,5,0,2
"9101",147994,"",0,"None","",0,0,0,0,2
"9102",195941,"",0,"None","",0,0,0,0,0
"9103",195324,"",0,"","",0,0,0,7,0
"9104",123717,"",0,"","",5,5,5,5,0
"9105",117583,"",1,"White","",0,0,0,0,0
"9106",54173,"",6,"Black, White","sign",3,2,4,2,5
"9107",171808,"",3,"Black","",0,0,0,0,0
"9108",170820,"",1,"Black","symbol",0,0,0,0,5
"9109",5670,"",40,"Black, White, Latino","",5,0,5,7,0
"9110",153134,"",2,"Black","",1,2,2,7,1
"9111",110069,"",2,"Black","sign, slogan",3,1,1,4,6
"9112",157259,"",20,"Black, White","",2,0,0,4,0
"9113",43438,"",1,"Black","",0,0,0,0,0
"9114",116936,"",6,"Black, Latino","sign",10,10,10,10,0
"9115",138507,"",0,"","",0,0,0,0,0
"9116",199024,"",0,"","",0,0,0,0,0
"9117",178322,"",0,"None","sign, slogan, symbol",8,10,5,5,3
"9118",73192,"",1,"Black, White","sign, slogan, symbol",8,3,8,7,6
"9119",77497,"",5,"Black, White","sign",0,0,0,0,3
"9120",36394,"",0,"None","symbol",0,0,0,0,10
"9121",37499,"",0,"","slogan",0,0,0,0,0
"9122",6140,"",0,"Black","",0,0,0,10,0
"9123",43894,"",30,"Black, White","sign",6,6,2,3,2
"9124",43372,"",1,"Black","",0,0,0,0,0
"9125",121678,"",0,"None","",0,0,2,0,0
"9126",46858,"",0,"","slogan",5,5,5,5,0
"9127",130487,"",4,"Black, White","",0,0,0,0,0
"9128",165554,"",1,"Black","",10,7,10,10,0
"9129",197735,"",9,"Black","",10,9,10,10,0
"9130",190463,"",1,"Black","",0,0,0,0,0
"9131",60506,"",35,"Black, White","sign",2,3,2,4,4
"9132",10209,"",48,"Black, White, Latino","",0,0,0,5,0
"9133",10338,"",1,"White","",8,0,10,7,0
"9134",149604,"",5,"Black, White","sign",0,0,0,0,0
"9135",133556,"",5,"Black, White","sign",0,0,0,0,0
"9136",149673,"",1,"White","",0,0,0,0,0
"9137",68182,"",14,"Black, White","sign",4,3,2,4,8
"9138",75961,"",1,"Black","",1,0,2,5,2
"9139",160395,"",2,"Black, White","",0,0,0,0,2
"9140",120696,"",0,"Black","",0,0,10,0,0
"9141",116139,"",7,"Black, White","sign",0,0,0,2,0
"9142",170546,"",0,"","",0,0,0,0,0
"9143",162107,"",1,"Black","",0,0,0,0,9
"9144",138578,"",0,"None","",0,0,0,0,0
"9145",149370,"",1,"White","",0,0,0,0,0
"9146",160736,"",0,"None","",0,0,0,0,0
"9147",43454,"",3,"Black, White","slogan",0,0,0,0,0
"9148",54200,"",13,"Black","sign, slogan",2,0,4,3,0
"9149",45329,"",1,"White","sign, slogan",6,0,5,6,4
"9150",161723,"",50,"Native","sign, symbol",2,0,5,0,0
"9151",73162,"",0,"","",0,0,0,0,0
"9152",149391,"",3,"Black","",0,0,0,2,0
"9153",121649,"",1,"Black","",0,0,0,0,0
"9154",7832,"",6,"Black, White","",0,4,0,0,5
"9155",190151,"",0,"","",0,0,0,0,0
"9156",53766,"",0,"","",0,0,0,0,0
"9157",177964,"",1,"Black","",5,6,5,5,0
"9158",110301,"",20,"Black, White","sign",4,6,4,7,1
"9159",111621,"",1,"Black","",0,0,0,0,0
"9160",34169,"",1,"White","",0,0,0,0,0
"9161",116960,"",0,"","",0,0,0,0,0
"9162",182033,"",3,"Black","",0,0,0,0,0
"9163",168274,"",6,"Black, White","",0,0,0,0,0
"9164",148357,"",0,"None","",2,2,2,2,1
"9165",148420,"",9,"Black","slogan",0,0,0,4,5
"9166",81749,"",6,"White","symbol",4,2,5,3,3
"9167",106000,"",0,"","",6,0,0,0,0
"9168",50358,"",15,"Black, White","",0,0,0,0,0
"9169",111854,"",0,"None","",0,0,0,0,0
"9170",138776,"",6,"Black","symbol",0,0,0,0,1
"9171",93153,"",10,"Black, White, Asian","",0,0,2,1,2
"9172",176267,"",0,"None","",0,0,0,0,1
"9173",60,"",1,"White","sign",0,0,0,0,3
"9174",187683,"",1,"Black","",0,0,0,0,0
"9175",146,"",0,"","",0,0,0,0,0
"9176",91912,"",0,"","slogan",10,0,10,10,0
"9177",171575,"",1,"White","symbol",7,1,6,7,0
"9178",147076,"",0,"","",0,0,0,0,0
"9179",35458,"",2,"Black","sign",4,0,8,0,0
"9180",83689,"",0,"","slogan",6,0,6,7,0
"9181",118195,"",0,"","",0,0,0,0,0
"9182",80666,"",1,"White","sign",10,10,10,10,10
"9183",145873,"",1,"Black","sign",2,3,5,0,2
"9184",174118,"",5,"Black","",4,3,6,4,0
"9185",152785,"",0,"None","",0,0,0,0,0
"9186",184829,"",20,"Black, White","sign, slogan",0,0,0,0,7
"9187",72876,"",6,"Black, White, Latino","",10,10,10,10,10
"9188",46572,"",0,"","",6,0,6,0,0
"9189",53848,"",0,"","",0,0,0,0,0
"9190",141402,"",70,"Black, Latino","",0,0,0,0,0
"9191",197926,"",0,"None","",2,2,2,3,2
"9192",198170,"",5,"Black, White","symbol",7,6,8,9,0
"9193",185677,"",15,"Black, White","sign",6,1,7,7,9
"9194",116324,"",12,"Black, Latino","",6,0,8,10,0
"9195",80336,"",0,"Black","sign, slogan",8,7,8,10,0
"9196",136177,"",1,"Black","",0,0,0,0,0
"9197",145543,"",5,"Black","symbol",0,0,0,0,0
"9198",102628,"",3,"Black, White","",2,2,3,5,4
"9199",70364,"",15,"White","sign",0,2,0,0,0
"9200",116186,"",5,"Black, White","sign",0,0,0,0,0
"9201",144308,"",3,"White","",0,0,0,0,0
"9202",150255,"",2,"Black","",0,0,0,0,0
"9203",189458,"",6,"Black","",0,0,0,0,9
"9204",1510,"",1,"Black","symbol",0,0,0,0,0
"9205",82469,"",15,"Black","slogan",0,0,0,6,0
"9206",88758,"",1,"Black","symbol",2,0,10,2,1
"9207",82885,"",1,"Black","",0,0,0,0,0
"9208",184513,"",1,"White","",0,0,5,2,0
"9209",10619,"",1,"Black","symbol",0,0,0,0,8
"9210",44031,"",20,"Black, White, Latino","",0,0,0,0,2
"9211",15542,"",1,"Black","",0,0,0,0,3
"9212",41142,"",5,"Black, White","sign",0,0,0,0,0
"9213",173632,"",1,"Asian","symbol",0,0,0,0,0
"9214",174310,"",1,"Black","symbol",0,0,0,0,0
"9215",183731,"",4,"Black, White","",5,4,5,5,5
"9216",153252,"",30,"Black, White","sign, slogan",5,0,4,1,0
"9217",125054,"",2,"White","",3,0,5,0,7
"9218",107909,"",2,"Black, White","",4,3,3,4,2
"9219",54480,"",3,"Black, White","sign",4,4,2,3,3
"9220",9007,"",6,"Black, White","sign",3,2,4,2,5
"9221",46064,"",100,"White","symbol",0,0,0,0,0
"9222",4195,"",3,"Black","",0,0,0,0,0
"9223",7275,"",50,"Black","",10,2,10,6,0
"9224",173445,"",9,"Black, White, Latino","",0,3,0,7,0
"9225",68954,"",0,"","",0,0,0,0,0
"9226",107885,"",0,"None","",0,0,0,0,0
"9227",79393,"",15,"Black, Latino","sign, slogan",10,8,10,10,0
"9228",157387,"",50,"Black","sign",6,6,1,7,2
"9229",8837,"",5,"Black, White","sign",0,0,0,0,0
"9230",116947,"",25,"Black, White","slogan",2,10,3,10,0
"9231",174400,"",0,"Black","slogan",0,0,4,2,1
"9232",171006,"",2,"Black, White","",3,1,6,2,1
"9233",72547,"",1,"White","",2,2,0,1,0
"9234",148111,"",2,"Black, White","sign, slogan",5,1,6,6,2
"9235",79495,"",0,"","",0,0,0,0,0
"9236",187701,"",0,"None","",0,0,0,0,0
"9237",81401,"",1,"Black","",0,0,0,0,0
"9238",113469,"",20,"Black, White, Latino","",0,0,0,0,0
"9239",178364,"",0,"None","",0,0,0,0,0
"9240",150505,"",0,"","",0,0,0,0,0
"9241",258,"",0,"","",0,0,0,0,0
"9242",112210,"",14,"Black, White","sign",4,3,2,4,8
"9243",78168,"",0,"","",0,0,0,0,0
"9244",79384,"",100,"Black, White, Latino, Asian, Native","sign, slogan, symbol",10,10,10,10,10
"9245",131709,"",5,"Black, White","sign",0,0,0,0,0
"9246",140318,"",1,"White","",0,0,0,0,0
"9247",79175,"",40,"Black, White, Latino","sign, slogan",0,0,0,0,5
"9248",178836,"",0,"None","slogan, symbol",1,1,0,1,0
"9249",197649,"",0,"None","symbol",8,2,5,10,0
"9250",1240,"",5,"White","",6,9,3,2,2
"9251",108080,"",1,"Black","",0,0,0,0,8
"9252",39068,"",100,"Black, White","sign",0,0,0,0,0
"9253",5674,"",48,"Black, White, Latino","slogan",4,1,5,8,3
"9254",183646,"",13,"Black, White","sign, slogan",0,0,0,0,0
"9255",196143,"",1,"Black","",5,1,9,5,1
"9256",44132,"",1,"Black","",0,0,0,0,0
"9257",120539,"",0,"","",0,0,0,0,0
"9258",55102,"",1,"Black","",0,0,0,2,0
"9259",7411,"",70,"Black","",7,6,5,7,1
"9260",152713,"",20,"Black","sign",0,0,0,0,0
"9261",49911,"",12,"Black","sign",0,2,0,3,1
"9262",92931,"",10,"Black, White","sign, slogan",0,0,0,0,5
"9263",10775,"",0,"None","",0,0,0,0,0
"9264",90992,"",1,"Black","",0,0,0,0,0
"9265",131385,"",3,"Black","",0,0,0,0,0
"9266",142943,"",2,"Black","",0,0,0,0,5
"9267",42386,"",200,"Black, White","sign, slogan, symbol",4,7,9,8,0
"9268",179270,"",0,"","",0,0,0,0,0
"9269",140580,"",0,"","",0,0,0,0,0
"9270",72893,"",0,"None","",0,0,0,0,0
"9271",50829,"",1,"Black","sign, slogan",2,0,0,4,7
"9272",125955,"",6,"Black, White","sign",3,2,4,2,5
"9273",135532,"",0,"None","",0,0,0,0,0
"9274",199104,"",1,"Black","slogan",3,4,4,3,0
"9275",56626,"",20,"Black","slogan, symbol",0,0,0,0,3
"9276",185617,"",1,"Black","",0,0,0,0,0
"9277",11423,"",50,"Black, White","",0,0,0,0,0
"9278",89994,"",2,"White","",0,0,0,0,0
"9279",136441,"",85,"Black, White","sign, slogan",0,1,0,1,5
"9280",147801,"",2,"Black, White","sign, slogan",4,4,4,5,4
"9281",170844,"",1,"Black","sign",8,0,8,5,0
"9282",196869,"",6,"Black","",0,0,0,9,0
"9283",94142,"",0,"","",0,0,0,0,0
"9284",124616,"",20,"White","sign",0,0,0,0,0
"9285",71697,"",3,"Black","",0,0,0,0,0
"9286",146745,"",0,"","",0,0,0,0,0
"9287",92651,"",1,"Black","sign",2,3,5,0,2
"9288",6615,"",1,"White","",5,5,5,6,2
"9289",105202,"",6,"Black","",0,0,0,0,3
"9290",184884,"",1,"Black","symbol",0,0,0,0,0
"9291",156540,"",20,"Black, White","sign, slogan",10,0,9,0,0
"9292",11306,"",5,"Black","",0,0,0,0,10
"9293",136368,"",0,"","",0,0,0,0,0
"9294",29740,"",0,"Black","",4,0,10,7,1
"9295",140477,"",50,"Black, White","slogan",3,1,1,2,6
"9296",198814,"",1,"Black","",0,0,0,0,0
"9297",164607,"",2,"White","",0,0,0,0,3
"9298",73550,"",6,"Black","sign",3,3,4,9,5
"9299",11552,"",14,"Black, White","sign",4,3,2,4,8
"9300",116205,"",2,"None","",0,0,0,7,0
"9301",1532,"",0,"","",0,0,0,0,0
"9302",169099,"",0,"None","",0,0,0,0,0
"9303",150219,"",1,"Black","",0,0,0,0,0
"9304",179001,"",0,"None","",0,0,0,0,0
"9305",121686,"",1,"Black","",2,2,2,1,2
"9306",54185,"",14,"Black, White","sign",4,3,2,4,8
"9307",43556,"",0,"","",0,0,0,0,0
"9308",3367,"",1,"White","sign, slogan",0,0,0,4,8
"9309",152904,"",0,"None","symbol",1,1,1,1,2
"9310",177497,"",0,"None","",0,0,0,0,0
"9311",75844,"",3,"Black","",0,0,0,0,2
"9312",108971,"",2,"White, Latino","",0,0,0,0,0
"9313",154487,"",3,"Black","sign, slogan",0,0,0,0,0
"9314",32633,"",0,"None","sign, slogan, symbol",7,9,5,7,3
"9315",181592,"",1,"Black","",0,0,0,0,0
"9316",136587,"",1,"White","",2,0,3,3,0
"9317",171630,"",6,"Black","slogan",0,0,0,3,3
"9318",7017,"",1,"Black","slogan, symbol",5,5,5,7,0
"9319",75395,"",12,"Black, White","sign, slogan",0,0,0,0,3
"9320",107016,"",1,"Black","symbol",0,0,0,0,0
"9321",120590,"",1,"Black","sign",2,3,5,0,2
"9322",10092,"",40,"Black, White","sign, slogan",9,8,5,7,1
"9323",50820,"",40,"Black, White","",0,0,0,10,0
"9324",151416,"",3,"Black","",0,0,0,0,0
"9325",144363,"",100,"Black, White, Latino","slogan",0,0,0,3,0
"9326",152025,"",1,"White","sign, slogan",0,0,0,0,2
"9327",149191,"",6,"Black, White, Asian","slogan",2,2,3,1,3
"9328",52046,"",5,"Black, White","sign",0,0,0,0,0
"9329",159930,"",0,"","",0,0,0,0,0
"9330",177700,"",5,"Black","slogan",5,5,5,6,3
"9331",165379,"",0,"None","slogan, symbol",2,0,0,0,0
"9332",89189,"",3,"Black, White","",7,0,0,8,0
"9333",93556,"",0,"","slogan",0,0,0,0,0
"9334",35866,"",1,"Black","symbol",0,0,0,0,5
"9335",160765,"",0,"","",0,0,0,0,1
"9336",136378,"",1,"Black","",0,0,0,0,0
"9337",50623,"",14,"Black, White","sign",4,3,2,4,8
"9338",5541,"",1,"Black","",0,0,0,0,0
"9339",173610,"",4,"Black, White, Latino","",10,7,10,10,0
"9340",183349,"",15,"Black, White","sign",4,3,2,1,2
"9341",195846,"",0,"","",0,0,0,0,0
"9342",121865,"",100,"Black, White, Latino","sign",0,0,0,0,0
"9343",117726,"",0,"None","",0,0,0,0,4
"9344",9719,"",10,"Black","sign",0,0,2,8,7
"9345",9356,"",0,"","slogan",0,0,10,10,0
"9346",175996,"",6,"Black","",0,0,0,0,1
"9347",7060,"",0,"Black","",10,5,10,10,0
"9348",109502,"",25,"Black, White","sign, symbol",3,4,5,6,6
"9349",107588,"",0,"","",4,2,7,1,0
"9350",44782,"",14,"Black, White","sign",4,3,2,4,8
"9351",10318,"",10,"Black","symbol",0,0,0,0,4
"9352",126452,"",5,"Black, White","sign",0,0,0,0,0
"9353",151956,"",1,"Black","sign",2,3,5,0,2
"9354",173459,"",6,"Black, White, None","",0,0,0,0,7
"9355",66044,"",20,"Black, White","",0,0,0,0,0
"9356",196855,"",1,"Black","",1,0,4,8,0
"9357",53500,"",6,"Black, White","sign",3,2,4,2,5
"9358",78402,"",1,"Black","",0,0,0,0,0
"9359",136436,"",0,"","",0,0,0,0,0
"9360",158647,"",0,"Black","",0,0,0,0,3
"9361",193290,"",1,"White","",0,0,0,0,0
"9362",127383,"",0,"","",0,0,0,0,0
"9363",47266,"",15,"Black, White","",0,0,0,0,0
"9364",142108,"",1,"White","",0,0,0,0,0
"9365",169599,"",0,"None","symbol",10,0,10,0,0
"9366",152633,"",0,"","",0,0,5,3,1
"9367",195881,"",0,"","",0,0,0,0,0
"9368",186632,"",1,"Black","",0,0,0,0,0
"9369",34327,"",0,"","",0,0,0,0,0
"9370",93097,"",14,"Black, White","sign",4,3,2,4,8
"9371",134740,"",0,"","",0,0,0,0,8
"9372",171077,"",1,"Black","symbol",7,6,8,8,0
"9373",166550,"",0,"","",0,0,0,0,0
"9374",185671,"",9,"Black, White","sign, slogan",0,0,0,2,4
"9375",67688,"",1,"Black","",0,0,0,7,0
"9376",11426,"",10,"Black","symbol",0,0,0,8,0
"9377",88521,"",3,"White","symbol",2,0,3,0,0
"9378",6855,"",1,"Black","",0,0,0,0,0
"9379",181508,"",3,"Black","slogan",1,0,0,1,0
"9380",198133,"",0,"None","symbol",0,0,0,0,0
"9381",42386,"",0,"Black, White","sign, slogan, symbol",3,3,0,0,4
"9382",42170,"",0,"","",0,0,0,0,0
"9383",44743,"",1,"Black","sign",2,3,5,0,2
"9384",145060,"",6,"Black, White","sign",3,2,4,2,5
"9385",27152,"",1000,"Black, White, Latino, Asian, Native","symbol",0,0,0,0,10
"9386",8085,"",0,"None","slogan",7,0,4,0,0
"9387",118360,"",1,"Black","",0,0,0,0,0
"9388",91264,"",0,"","",0,0,0,0,0
"9389",91842,"",1,"White","",0,0,0,10,0
"9390",152879,"",20,"Black","sign",0,0,0,0,0
"9391",34365,"",0,"None","slogan",2,0,3,5,2
"9392",69315,"",0,"","",0,0,0,0,0
"9393",151614,"",5,"Black, White","sign",0,0,0,0,0
"9394",6600,"",0,"","",5,5,5,5,1
"9395",155307,"",4,"Black, White","slogan, symbol",6,3,0,3,0
"9396",77974,"",0,"Black","sign, slogan",2,2,3,3,4
"9397",106310,"",0,"None","sign",0,0,0,0,0
"9398",165927,"",1,"White","",0,0,0,6,3
"9399",153421,"",1,"Black","",0,0,0,0,2
"9400",184845,"",10,"Black, White, Asian","sign, slogan",6,7,7,0,1
"9401",127570,"",0,"","",0,0,0,0,0
"9402",10149,"",9,"Black, White","sign, slogan",0,0,0,0,4
"9403",129858,"",1,"Black","",0,0,0,0,4
"9404",130370,"",5,"Black, White","sign",0,0,0,0,0
"9405",148615,"",10,"Black","sign",0,0,0,0,0
"9406",176242,"",5,"White","",0,0,0,0,1
"9407",96000,"",0,"","",0,0,0,0,0
"9408",78419,"",6,"Black","symbol",0,0,0,0,0
"9409",160194,"",0,"None","",0,0,0,0,0
"9410",55149,"",0,"","",0,0,0,0,0
"9411",163291,"",0,"","",0,0,0,0,0
"9412",139573,"",0,"None","",0,0,0,0,0
"9413",195570,"",0,"","",0,0,0,0,0
"9414",190650,"",4,"Black, White","",7,3,10,10,0
"9415",42222,"",10,"Black, White","sign, slogan",0,0,0,0,3
"9416",112323,"",0,"None","",0,0,0,0,0
"9417",111633,"",5,"Black, White","sign, slogan",6,0,4,6,6
"9418",155306,"",8,"White","",1,4,2,4,1
"9419",61055,"",1,"Black","",0,0,0,0,7
"9420",185673,"",0,"Black, White","sign, slogan",4,3,6,6,6
"9421",40281,"",1,"White","",0,0,0,0,0
"9422",36014,"",5,"Black, White","slogan",5,0,0,5,0
"9423",137576,"",0,"","",0,0,0,0,0
"9424",8272,"",1,"Black","",0,0,0,0,0
"9425",171407,"",0,"","symbol",4,6,2,5,0
"9426",134117,"",3,"Black, White","",8,9,10,10,0
"9427",107998,"",200,"Black, White, Latino, Asian","symbol",0,0,0,0,6
"9428",184836,"",18,"Black, White","sign, slogan",2,3,3,2,4
"9429",79396,"",0,"","",0,0,0,0,0
"9430",48387,"",3,"Black","",0,0,0,0,0
"9431",130170,"",10,"Black, White","",0,0,0,0,5
"9432",157719,"",0,"","",0,0,0,0,0
"9433",120728,"",1,"Black","",3,0,10,0,0
"9434",59003,"",0,"","symbol",3,1,4,4,1
"9435",111786,"",3,"Black","",0,0,0,2,0
"9436",123324,"",1000,"Black","",0,0,0,0,10
"9437",34701,"",7,"Black, White, Latino","sign",0,0,0,0,0
"9438",166561,"",0,"","",0,0,0,0,0
"9439",193860,"",0,"","",0,0,0,0,0
"9440",176250,"",3,"","",0,0,0,0,0
"9441",121791,"",1,"Black","",3,0,6,3,0
"9442",60384,"",1,"Black","",0,0,0,0,3
"9443",117012,"",1,"Black","sign",2,3,5,0,2
"9444",9861,"",35,"Black","",0,0,0,0,0
"9445",150657,"",5,"Black, White","sign",0,0,0,0,0
"9446",146831,"",2,"White","",5,2,7,4,0
"9447",10268,"",1,"Black","",0,0,0,0,3
"9448",67530,"",0,"","",0,0,0,0,0
"9449",157391,"",8,"White","",0,0,2,0,6
"9450",9395,"",0,"","",0,0,0,0,0
"9451",116066,"",0,"","",0,0,0,0,0
"9452",130618,"",1,"Black","",0,0,0,0,0
"9453",139791,"",0,"","",0,0,0,0,0
"9454",198874,"",0,"None","",0,0,0,0,0
"9455",198112,"",1,"Black","",0,0,0,0,0
"9456",185687,"",6,"Black","sign",2,4,1,2,0
"9457",59286,"",2,"Black","sign, slogan",5,5,6,6,2
"9458",36657,"",3,"Black","sign, slogan",7,4,8,10,10
"9459",9305,"",50,"Black, White, Latino","",10,10,10,10,0
"9460",7744,"",0,"","",0,0,0,0,0
"9461",134201,"",0,"","",0,0,0,0,0
"9462",176157,"",4,"White","",0,0,0,0,0
"9463",144235,"",3,"White, Asian","",0,0,0,0,0
"9464",186853,"",1,"Black","sign, slogan",0,0,0,10,0
"9465",194211,"",5,"Black","slogan",8,1,7,5,0
"9466",35799,"",0,"Black","slogan",0,0,0,0,0
"9467",159041,"",0,"","",10,0,10,10,0
"9468",135056,"",1,"Black","",0,0,0,0,0
"9469",110628,"",3,"Black","",0,0,0,0,0
"9470",141919,"",0,"None","",0,0,0,0,0
"9471",143823,"",0,"","",0,0,0,0,0
"9472",190305,"",30,"Black, White, Latino","",2,0,5,6,0
"9473",156917,"",4,"Black, White","slogan",3,3,5,0,0
"9474",46924,"",8,"Black, White","",1,5,2,4,0
"9475",134203,"",50,"","",0,0,0,0,0
"9476",92095,"",3,"White","sign",4,5,2,4,1
"9477",146643,"",1,"None","",7,10,7,4,3
"9478",172896,"",9,"Black, White","sign",5,0,1,1,1
"9479",183343,"",1,"Black","",4,0,7,4,3
"9480",191379,"",0,"","",0,0,0,0,0
"9481",42353,"",0,"","",0,0,0,0,0
"9482",118059,"",6,"Black","",0,0,0,0,0
"9483",131386,"",0,"","slogan",0,0,0,0,7
"9484",117118,"",5,"Black, White","sign",0,0,0,0,0
"9485",177224,"",0,"","",0,0,0,0,0
"9486",160824,"",0,"None","",0,0,0,0,0
"9487",69283,"",40,"","sign",9,7,3,0,2
"9488",150212,"",1,"White","",3,8,8,1,2
"9489",35398,"",10,"Black","sign",0,0,0,9,0
"9490",96059,"",1,"Black","",0,0,0,0,0
"9491",135595,"",0,"","",0,0,0,0,0
"9492",113453,"",4,"Black, White","",0,0,0,0,0
"9493",173635,"",0,"None","",0,0,0,0,0
"9494",144029,"",9,"Black","symbol",0,0,0,0,2
"9495",77572,"",0,"","",0,0,0,0,0
"9496",44938,"",14,"Black, White, Latino","sign",0,0,0,1,3
"9497",138087,"",10,"Black, White","sign",0,0,0,0,0
"9498",134342,"",5,"Black, White","sign",0,0,0,0,0
"9499",7724,"",3,"Black","",0,0,0,0,0
"9500",171290,"",10,"Black","slogan",8,9,6,8,5
"9501",46592,"",10,"Black, White","sign",4,5,5,6,0
"9502",194313,"",0,"None","slogan, symbol",2,0,4,3,2
"9503",160530,"",1,"White","",0,0,0,0,0
"9504",159809,"",8,"Black, White","sign",0,0,0,0,6
"9505",49061,"",4,"Black, White","sign",0,0,0,0,0
"9506",112636,"",1,"Black","",0,0,0,0,0
"9507",142589,"",60,"Black, White","",0,3,1,4,0
"9508",129798,"",1,"Black","",4,3,4,6,1
"9509",3606,"",0,"None","",0,0,0,0,0
"9510",58689,"",40,"Black, Latino","",0,0,0,0,0
"9511",90476,"",14,"Black, White","sign",4,3,2,4,8
"9512",141859,"",0,"None","",0,0,0,0,0
"9513",147670,"",0,"","",0,0,0,0,0
"9514",185654,"",1,"White","",6,2,4,2,0
"9515",73019,"",6,"Black, White","sign",3,2,4,2,5
"9516",89844,"",3,"Black","slogan",0,0,0,0,3
"9517",89049,"",0,"None","",0,0,0,0,0
